CBOE_VX1_FWd,CBOE_VX1_FWo,CBOE_VX1_FWh,CBOE_VX1_FWl,CBOE_VX1_FWs,CBOE_VX1_FWv,CBOE_VX1_FWpo,CME_US1_FWd,CME_US1_FWo,CME_US1_FWh,CME_US1_FWl,CME_US1_FWs,CME_US1_FWv,CME_US1_FWpo,CME_FV1_FWd,CME_FV1_FWo,CME_FV1_FWh,CME_FV1_FWl,CME_FV1_FWs,CME_FV1_FWv,CME_FV1_FWpo,CME_C1_FWd,CME_C1_FWo,CME_C1_FWh,CME_C1_FWl,CME_C1_FWs,CME_C1_FWv,CME_C1_FWpo,CME_RR1_FWd,CME_RR1_FWo,CME_RR1_FWh,CME_RR1_FWl,CME_RR1_FWs,CME_RR1_FWv,CME_RR1_FWpo,CME_BO1_FWd,CME_BO1_FWo,CME_BO1_FWh,CME_BO1_FWl,CME_BO1_FWs,CME_BO1_FWv,CME_BO1_FWpo,CME_S1_FWd,CME_S1_FWo,CME_S1_FWh,CME_S1_FWl,CME_S1_FWs,CME_S1_FWv,CME_S1_FWpo,CME_W1_FWd,CME_W1_FWo,CME_W1_FWh,CME_W1_FWl,CME_W1_FWs,CME_W1_FWv,CME_W1_FWpo,CME_AD1_FWd,CME_AD1_FWo,CME_AD1_FWh,CME_AD1_FWl,CME_AD1_FWs,CME_AD1_FWv,CME_AD1_FWpo,CME_BP1_FWd,CME_BP1_FWo,CME_BP1_FWh,CME_BP1_FWl,CME_BP1_FWs,CME_BP1_FWv,CME_BP1_FWpo,CME_CD1_FWd,CME_CD1_FWo,CME_CD1_FWh,CME_CD1_FWl,CME_CD1_FWs,CME_CD1_FWv,CME_CD1_FWpo,CME_JY1_FWd,CME_JY1_FWo,CME_JY1_FWh,CME_JY1_FWl,CME_JY1_FWs,CME_JY1_FWv,CME_JY1_FWpo,CME_LC1_FWd,CME_LC1_FWo,CME_LC1_FWh,CME_LC1_FWl,CME_LC1_FWs,CME_LC1_FWv,CME_LC1_FWpo,CME_MP1_FWd,CME_MP1_FWo,CME_MP1_FWh,CME_MP1_FWl,CME_MP1_FWs,CME_MP1_FWv,CME_MP1_FWpo,CME_LB1_FWd,CME_LB1_FWo,CME_LB1_FWh,CME_LB1_FWl,CME_LB1_FWs,CME_LB1_FWv,CME_LB1_FWpo,CME_SF1_FWd,CME_SF1_FWo,CME_SF1_FWh,CME_SF1_FWl,CME_SF1_FWs,CME_SF1_FWv,CME_SF1_FWpo,ICE_B1_FWd,ICE_B1_FWo,ICE_B1_FWh,ICE_B1_FWl,ICE_B1_FWs,ICE_B1_FWv,ICE_B1_FWpo,ICE_G1_FWd,ICE_G1_FWo,ICE_G1_FWh,ICE_G1_FWl,ICE_G1_FWs,ICE_G1_FWv,ICE_G1_FWpo,ICE_O1_FWd,ICE_O1_FWo,ICE_O1_FWh,ICE_O1_FWl,ICE_O1_FWs,ICE_O1_FWv,ICE_O1_FWpo,ICE_ATW1_FWd,ICE_ATW1_FWo,ICE_ATW1_FWh,ICE_ATW1_FWl,ICE_ATW1_FWs,ICE_ATW1_FWv,ICE_ATW1_FWpo,ICE_SB1_FWd,ICE_SB1_FWo,ICE_SB1_FWh,ICE_SB1_FWl,ICE_SB1_FWs,ICE_SB1_FWv,ICE_SB1_FWpo,ICE_M1_FWd,ICE_M1_FWo,ICE_M1_FWh,ICE_M1_FWl,ICE_M1_FWs,ICE_M1_FWv,ICE_M1_FWpo,ICE_T1_FWd,ICE_T1_FWo,ICE_T1_FWh,ICE_T1_FWl,ICE_T1_FWs,ICE_T1_FWv,ICE_T1_FWpo,CME_NG1_FWd,CME_NG1_FWo,CME_NG1_FWh,CME_NG1_FWl,CME_NG1_FWs,CME_NG1_FWv,CME_NG1_FWpo,CME_CL1_FWd,CME_CL1_FWo,CME_CL1_FWh,CME_CL1_FWl,CME_CL1_FWs,CME_CL1_FWv,CME_CL1_FWpo,CME_RB1_FWd,CME_RB1_FWo,CME_RB1_FWh,CME_RB1_FWl,CME_RB1_FWs,CME_RB1_FWv,CME_RB1_FWpo,CME_HO1_FWd,CME_HO1_FWo,CME_HO1_FWh,CME_HO1_FWl,CME_HO1_FWs,CME_HO1_FWv,CME_HO1_FWpo
10/18/2016,17.1,17.15,16.45,16.625,102618,243227,10/18/2016,164,164.46875,163.28125,164.28125,245580,564798,10/18/2016,120.9609375,121.125,120.8984375,121.0703125,528400,2727173,10/18/2016,354.25,357.5,351.5,353.75,130050,676813,10/18/2016,10.36,10.435,10.295,10.42,1023,7420,10/18/2016,35.41,35.69,34.92,35.07,69920,202724,10/18/2016,977.5,987,971.5,972.5,156737,252451,10/18/2016,425,425.5,418.25,420,59033,287890,10/18/2016,0.7619,0.7678,0.7613,0.7654,87129,114012,10/18/2016,1.2199,1.2337,1.2194,1.2305,138777,251328,10/18/2016,0.76185,0.77035,0.76135,0.76285,65394,94155,10/18/2016,9643,9666,9616.5,9646.5,86083,152432,10/18/2016,99.325,100.075,98.45,99.225,19817,134454,10/18/2016,52700,53440,52670,53380,45532,132042,10/18/2016,312.8,313.3,308.6,310.7,490,2122,10/18/2016,1.0141,1.0167,1.0118,1.0134,16133,61656,11/9/2016,46.04,46.95,44.4,46.36,439496,511021,11/9/2016,421.5,427.25,410.25,419.5,135248,151801,11/9/2016,1.4106,1.4564,1.4106,1.4411,2275,6533,11/8/2016,87.2,87.2,87.2,87.2,0,8798,10/19/2016,22.9,23.1,22.8,22.95,32064,473274,11/9/2016,50.07,51.4,49.49,50.82,9385,50294,11/9/2016,45.02,45.94,43.09,45.27,77171,82061,10/18/2016,3.252,3.317,3.248,3.263,112368,112081,10/18/2016,50.204,50.908,49.908,50.422,264221,244836,10/18/2016,1.5001,1.5185,1.4925,1.5057,35463,75288,10/18/2016,1.5592,1.5831,1.5514,1.5686,43459,60483
10/17/2016,17.25,17.65,17.05,17.125,101757,223518,10/17/2016,163.0625,164.25,162.59375,163.9375,209860,572163,10/17/2016,120.8203125,121.0234375,120.7578125,120.9765625,419881,2747506,10/17/2016,353,357.75,350.25,354,136378,680363,10/17/2016,10.155,10.42,10.155,10.405,1098,7855,10/17/2016,34.47,35.57,34.44,35.44,89403,201978,10/17/2016,961.75,979,961,978.25,131057,265250,10/17/2016,418.25,425.75,416,423.75,65683,292465,10/17/2016,0.7608,0.7619,0.7569,0.7615,63338,114413,10/17/2016,1.2178,1.2216,1.2148,1.2205,82769,249616,10/17/2016,0.7615,0.7625,0.7588,0.7619,52069,98450,10/17/2016,9606,9655.5,9602,9649,98816,153856,10/17/2016,97.325,99.725,97.2,99,16863,135016,10/17/2016,52250,52710,52150,52640,34289,133576,10/17/2016,323.7,324.4,314,315,669,2509,10/17/2016,1.0132,1.0163,1.0125,1.0142,15166,61117,11/8/2016,46.3,46.69,45.6,46.04,312523,528010,11/8/2016,421,425.25,417.5,420.5,88901,160262,11/8/2016,1.4446,1.4446,1.427,1.4411,1713,6576,11/7/2016,88.5,89,88.3,88.3,10,8808,10/18/2016,23.14,23.18,22.83,23.02,29691,475236,11/8/2016,50.05,50.7,49.5,50.42,16120,50270,11/8/2016,44.93,45.39,44.41,44.98,55386,85097,10/17/2016,3.26,3.271,3.211,3.244,124568,125558,10/17/2016,50.314,50.664,49.556,50.026,386885,205066,10/17/2016,1.4995,1.5072,1.4768,1.4924,52098,82493,10/17/2016,1.5665,1.5718,1.5418,1.5561,40100,65989
10/14/2016,17.5,17.58,16.85,17.325,114898,207741,10/14/2016,164.78125,164.875,163,163.21875,293944,566584,10/14/2016,120.875,121.015625,120.75,120.828125,590584,2751619,10/14/2016,349.5,358.75,348.75,354.25,260828,694659,10/14/2016,10.21,10.37,10.16,10.16,812,8130,10/14/2016,33.48,34.6,33.33,34.38,82553,194119,10/14/2016,955.5,974.25,952,962.5,166248,269286,10/14/2016,415.25,428.25,414.75,421,101714,300833,10/14/2016,0.7552,0.7636,0.7545,0.7599,116568,108591,10/14/2016,1.2259,1.2277,1.2181,1.2197,125976,249686,10/14/2016,0.75825,0.7636,0.7567,0.7622,79845,98582,10/14/2016,9666,9673,9592,9621.5,123882,149582,10/14/2016,96.1,98.2,96.1,97.45,22321,134699,10/14/2016,52400,52710,52140,52320,51926,132315,10/14/2016,328,328,322.2,323.4,358,2554,10/14/2016,1.0169,1.0178,1.0128,1.0137,21411,59791,11/7/2016,45.7,46.38,45.38,46.15,268865,542455,11/7/2016,417.25,423.5,416,417.75,92933,168379,11/7/2016,1.4443,1.447,1.4265,1.4406,2464,7165,11/4/2016,86.15,86.9,86,86.9,45,8704,10/17/2016,23.12,23.29,22.71,23.16,43959,475770,11/7/2016,51.54,53,50.52,51.12,11090,51385,11/7/2016,44.28,45,44.11,44.89,46898,89525,10/14/2016,3.345,3.362,3.264,3.285,161168,148961,10/14/2016,50.58,51.14,49.9,50.35,507568,181562,10/14/2016,1.48,1.5001,1.4699,1.4936,48037,85732,10/14/2016,1.5815,1.5923,1.5551,1.5673,45651,70349
10/13/2016,17.2,18.05,17.15,17.525,175502,199084,10/13/2016,164.34375,165.40625,164.28125,164.96875,247695,569912,10/13/2016,120.75,120.9609375,120.7421875,120.9375,531986,2752751,10/13/2016,337.5,349.75,337.25,349.5,205775,704092,10/13/2016,10.16,10.245,10.12,10.23,663,8489,10/13/2016,33.41,33.62,32.88,33.38,67541,203832,10/13/2016,946,959.5,937.25,956.25,164969,272975,10/13/2016,396.5,417,396.5,416,104779,299573,10/13/2016,0.7555,0.757,0.7494,0.7565,111050,111184,10/13/2016,1.2204,1.2286,1.2144,1.2269,127733,249046,10/13/2016,0.7538,0.7587,0.75175,0.75845,70920,100240,10/13/2016,9614,9699,9577.5,9673.5,134674,152679,10/13/2016,97.7,98.475,96.1,96.175,22530,134117,10/13/2016,52370,52570,52010,52540,45746,133525,10/13/2016,333.5,333.5,325.1,328,561,2707,10/13/2016,1.0123,1.0177,1.0123,1.0175,20461,57837,11/4/2016,46.43,46.56,45.08,45.58,377314,544826,11/4/2016,425.25,425.75,414.75,418,95477,181207,11/4/2016,1.4584,1.4584,1.4281,1.4303,2797,7728,11/3/2016,85,85.1,84.9,85.1,23,8645,10/14/2016,22.95,23.33,22.73,22.91,47321,476896,11/4/2016,53.05,53.36,51.4,51.94,12520,53135,11/4/2016,44.75,44.87,43.58,44.07,47291,88803,10/13/2016,3.211,3.366,3.164,3.341,261496,175662,10/13/2016,50,50.59,49.36,50.44,718486,235995,10/13/2016,1.46,1.4844,1.448,1.4818,63209,92115,10/13/2016,1.5695,1.5887,1.5537,1.5796,59089,77121
10/12/2016,16.95,17.25,16.6,17.225,104487,195439,10/12/2016,164.125,164.34375,163.59375,164.09375,226882,571404,10/12/2016,120.734375,120.7578125,120.5546875,120.703125,542783,2742153,10/12/2016,345,348.5,336.5,337,202555,702054,10/12/2016,10.355,10.45,10.125,10.18,1050,8944,10/12/2016,33.43,33.91,33.28,33.34,68473,204623,10/12/2016,953,971.25,943.25,945.5,219534,280393,10/12/2016,405.25,414,396,396.75,93826,297028,10/12/2016,0.7525,0.7579,0.7524,0.7551,93662,111454,10/12/2016,1.213,1.2338,1.213,1.221,205639,251653,10/12/2016,0.75455,0.7573,0.75285,0.7549,64869,101660,10/12/2016,9682,9706,9592.5,9609.5,116669,149086,10/12/2016,98.675,99.975,97.325,98,29365,134339,10/12/2016,52400,52680,52220,52470,37218,135811,10/12/2016,333.6,335.5,332.1,334.6,325,2761,10/12/2016,1.0152,1.0161,1.0124,1.0126,22744,55652,11/3/2016,47.15,47.52,45.99,46.35,273974,547706,11/3/2016,429,430.25,420.75,423,74011,189925,11/3/2016,1.4729,1.4751,1.4504,1.4582,1400,7779,11/2/2016,84.5,84.75,84.1,84.1,11,8507,10/13/2016,23.15,23.3,22.88,22.92,32583,477249,11/3/2016,54.74,56.34,53.5,54.69,17695,49516,11/3/2016,45.67,45.88,44.37,44.66,26545,92430,10/12/2016,3.223,3.26,3.184,3.21,154246,200984,10/12/2016,50.84,51.17,49.89,50.18,529392,281697,10/12/2016,1.4899,1.491,1.4534,1.4619,50734,101403,10/12/2016,1.5914,1.5957,1.5582,1.5668,51692,82209
10/11/2016,16.3,17.25,16.25,16.975,157161,181946,10/11/2016,164.28125,164.71875,163.75,164.34375,230279,572259,10/11/2016,120.6953125,120.8125,120.6484375,120.7421875,534553,2743910,10/11/2016,343,347,341,345.5,137172,706401,10/11/2016,10.22,10.4,10.22,10.395,917,9218,10/11/2016,33.95,34.09,33.31,33.35,83598,213613,10/11/2016,953.5,960.75,951.5,954.25,128280,292833,10/11/2016,402.75,408.75,401.25,407.25,67512,296240,10/11/2016,0.7596,0.7599,0.752,0.7531,93706,113622,10/11/2016,1.2373,1.2378,1.2102,1.2147,209754,251278,10/11/2016,0.7597,0.7599,0.75365,0.75535,68516,102371,10/11/2016,9671.5,9716.5,9633,9690.5,121944,149536,10/11/2016,99.95,101.2,98.35,99.1,25641,133839,10/11/2016,52450,52710,52240,52380,43803,138895,10/11/2016,337.1,338.1,332.3,332.3,542,2873,10/11/2016,1.0212,1.0218,1.0142,1.0145,22723,50470,11/2/2016,47.9,48.02,46.46,46.86,354511,553028,11/2/2016,436.5,437,422,423,117172,194226,11/2/2016,1.5041,1.5055,1.4522,1.4665,3541,8021,11/1/2016,85,85.25,85,85.25,9,8518,10/12/2016,23.42,23.59,22.87,23.15,38636,477792,11/2/2016,52.5,55.05,52.39,54.75,22515,43680,11/2/2016,46.35,46.45,44.97,45.34,45633,92501,10/11/2016,3.272,3.3,3.209,3.237,175537,222228,10/11/2016,51.1,51.54,50.39,50.79,737732,358742,10/11/2016,1.4892,1.5074,1.4708,1.4829,57683,110349,10/11/2016,1.6028,1.6118,1.5756,1.5873,58201,87132
10/10/2016,16.7,16.7,16.15,16.325,54815,171663,10/10/2016,165.125,165.21875,163.65625,164.15625,66999,565068,10/10/2016,120.9296875,120.9296875,120.6171875,120.6796875,101498,2743039,10/10/2016,339.5,344.25,339.25,343.25,102108,710397,10/10/2016,10.04,10.255,10.04,10.235,356,9257,10/10/2016,33.46,34.04,33.09,33.82,74320,213601,10/10/2016,955.75,964.25,950,954.5,111904,297623,10/10/2016,396,405.25,395.75,403.75,65400,301320,10/10/2016,0.7584,0.7616,0.7567,0.7593,57655,109722,10/10/2016,1.2448,1.2458,1.2357,1.2361,76349,252837,10/10/2016,0.7541,0.76135,0.75335,0.75935,62125,103984,10/10/2016,9725,9752.5,9659.5,9669.5,66317,151063,10/10/2016,102.825,103.8,100.05,100.05,25243,130582,10/10/2016,52120,52810,52010,52440,58960,147963,10/10/2016,339.5,343.7,339,342.3,450,2767,10/10/2016,1.0265,1.0269,1.0198,1.0209,14330,48699,11/1/2016,48.72,49.26,47.72,48.14,450770,554062,11/1/2016,446.75,452.75,435,437.5,260720,220117,11/1/2016,1.5625,1.5751,1.5022,1.5169,6910,7937,10/31/2016,82.87,83.87,82.87,83.39,30,8553,10/11/2016,23,23.4,22.66,23.29,68898,479997,11/1/2016,51.27,53.06,51.25,52.97,9850,43360,11/1/2016,46.87,47.4,46.2,46.67,68509,90951,10/10/2016,3.194,3.289,3.154,3.275,197624,241339,10/10/2016,49.57,51.6,49.15,51.35,659469,401752,10/10/2016,1.478,1.5107,1.465,1.4972,54371,119280,10/10/2016,1.5772,1.6264,1.5673,1.6102,51102,91716
10/7/2016,16.55,16.95,16.37,16.725,87104,158303,10/7/2016,165.1875,165.5625,164.25,164.90625,299913,568102,10/7/2016,120.828125,120.96875,120.6875,120.8671875,709700,2753050,10/7/2016,340.75,344.75,339.5,339.75,163334,722211,10/7/2016,10.055,10.17,10.005,10.095,274,9319,10/7/2016,33.4,33.47,33.05,33.31,71835,216075,10/7/2016,958.75,973.25,955.25,956.75,157903,310522,10/7/2016,397.75,401,394.25,394.75,60141,306364,10/7/2016,0.7572,0.7612,0.754,0.7567,115730,111929,10/7/2016,1.263,1.2634,1.2034,1.2445,273174,262999,10/7/2016,0.7569,0.7587,0.75105,0.75335,105899,101832,10/7/2016,9640,9747.5,9638,9727.5,172636,156765,10/7/2016,102.225,103.675,102.175,103.05,15831,130867,10/7/2016,51610,51720,51200,51420,68800,147206,10/7/2016,336.8,345.7,334,343.1,527,2788,10/7/2016,1.0233,1.028,1.0199,1.0252,26199,47910,10/31/2016,50.154,50.552,48.356,48.548,282549,451770,10/31/2016,455.8,458.9,438.6,441.05,94476,201593,10/31/2016,1.5531,1.5543,1.503,1.5039,3137,8108,10/28/2016,82.14,82.14,81.36,81.36,8,8536,10/10/2016,23.24,23.38,22.82,23.13,41629,484173,10/31/2016,50.49,51.3,50.47,50.92,8195,43775,10/31/2016,48.4,48.72,46.64,46.86,42813,93452,10/7/2016,3.033,3.218,3.015,3.193,275083,258275,10/7/2016,50.59,50.74,49.4,49.81,597896,472270,10/7/2016,1.504,1.5062,1.4701,1.4818,65377,127182,10/7/2016,1.5999,1.6058,1.5636,1.5793,49012,94113
10/6/2016,16.7,16.88,16.5,16.525,56953,151693,10/6/2016,165.84375,166.3125,164.9375,165.0625,252342,568461,10/6/2016,120.9921875,121.0546875,120.7890625,120.8046875,571645,2752586,10/6/2016,347.25,347.75,338.5,340.5,169206,728584,10/6/2016,10.035,10.13,10.005,10.11,253,9347,10/6/2016,32.77,33.35,32.65,33.3,48872,215501,10/6/2016,956,959.75,947.25,958.5,100720,311421,10/6/2016,407,409.5,393.5,395.75,79558,304691,10/6/2016,0.7601,0.761,0.755,0.7565,90540,112458,10/6/2016,1.2758,1.2773,1.2616,1.2617,124604,261248,10/6/2016,0.7589,0.75925,0.75505,0.75615,62854,100584,10/6/2016,9681.5,9700.5,9624,9626,114266,156919,10/6/2016,102.675,103.825,101.875,103.1,19242,130285,10/6/2016,51640,51670,51420,51500,41348,150566,10/6/2016,332.1,338.2,331.7,336,333,2776,10/6/2016,1.0302,1.0308,1.022,1.0223,19804,45887,10/28/2016,51.07,51.228,49.928,50.292,188342,361269,10/28/2016,462.95,464.1,453.55,461.95,36333,188442,10/28/2016,1.57576,1.57852,1.54772,1.55452,3069,6962,10/27/2016,84.3,84.3,82.19,82.71,20,8509,10/7/2016,23.02,23.69,22.92,23.42,36960,482175,10/28/2016,49.7,50.14,49.25,49.762,6327,38284,10/28/2016,49.68,49.78,48.43,48.7,47206,96789,10/6/2016,3.03,3.071,2.972,3.049,201862,276320,10/6/2016,49.65,50.63,49.33,50.44,527033,487416,10/6/2016,1.4854,1.5035,1.4672,1.4978,46049,128190,10/6/2016,1.5741,1.6016,1.563,1.5958,50172,95262
10/5/2016,16.65,16.83,16.52,16.675,69982,139987,10/5/2016,166.375,166.84375,165.28125,165.71875,256296,569075,10/5/2016,121.1171875,121.1953125,120.8984375,120.96875,517094,2765423,10/5/2016,347.75,349.25,345.25,347.75,129279,742274,10/5/2016,10.075,10.09,9.975,10.04,260,9375,10/5/2016,33.16,33.2,32.5,32.84,57310,221090,10/5/2016,963.5,967.5,950.5,956.75,120912,322962,10/5/2016,395,408.5,392,405,79406,309338,10/5/2016,0.7599,0.7632,0.758,0.761,99110,109464,10/5/2016,1.2746,1.2786,1.27,1.2764,104747,260342,10/5/2016,0.7586,0.7602,0.75605,0.7597,60497,102391,10/5/2016,9741,9766.5,9671,9675,130778,156825,10/5/2016,102.8,103.225,101.725,103.05,20176,127562,10/5/2016,51300,51660,51190,51570,58440,157356,10/5/2016,331.4,335.7,329.6,331.7,413,2711,10/5/2016,1.0261,1.0314,1.0253,1.0305,22084,46237,10/27/2016,50.47,51.332,50.274,50.922,194320,280143,10/27/2016,459.6,466.95,457.8,465.3,43863,176140,10/27/2016,1.56706,1.5881,1.56316,1.58012,2072,5751,10/26/2016,84.64,84.64,84.64,84.64,0,8469,10/6/2016,23.9,23.9,22.83,23.11,46591,485818,10/27/2016,48.622,50.068,48.462,49.798,5416,33951,10/27/2016,49.26,50.05,49,49.72,44302,96845,10/5/2016,2.973,3.058,2.922,3.041,169837,278563,10/5/2016,49.26,49.97,49.1,49.83,510705,492253,10/5/2016,1.5016,1.5163,1.4815,1.4928,65021,132475,10/5/2016,1.5672,1.5923,1.565,1.5823,52791,100778
10/4/2016,16.75,17.1,16.48,16.625,90771,130736,10/4/2016,167.96875,168.40625,166.28125,166.4375,281051,567612,10/4/2016,121.3515625,121.375,121.09375,121.1328125,609384,2788628,10/4/2016,345,349,343.5,348.25,143473,755148,10/4/2016,10.05,10.14,10.01,10.095,488,9566,10/4/2016,33.3,33.3,32.78,33.1,45226,224446,10/4/2016,970.75,972,960.25,963.5,106664,327816,10/4/2016,396.5,398.25,392.5,395.5,40459,310753,10/4/2016,0.7666,0.7678,0.7595,0.7605,101236,107296,10/4/2016,1.2862,1.2878,1.2736,1.2744,133637,255168,10/4/2016,0.7629,0.7631,0.75705,0.75795,57930,102061,10/4/2016,9866.5,9871,9738,9754.5,157221,149485,10/4/2016,100.3,102.7,100.2,102.675,20117,125623,10/4/2016,51370,51790,51110,51330,51340,158127,10/4/2016,331.4,333,328.4,330.3,395,2749,10/4/2016,1.0313,1.0323,1.0215,1.0248,38025,41357,10/26/2016,50.46,50.912,49.87,50.192,283091,259863,10/26/2016,458.65,465.1,455.6,461.85,67527,160100,10/26/2016,1.556,1.57918,1.5509,1.55762,2158,4585,10/25/2016,84.05,84.05,84.05,84.05,0,8463,10/5/2016,23.35,23.86,23.25,23.81,45640,488026,10/26/2016,50.07,50.148,48.124,48.42,9825,32863,10/26/2016,49.28,50.09,48.87,49.18,64546,97769,10/4/2016,2.907,2.99,2.878,2.964,141296,286399,10/4/2016,48.65,49.26,48.26,48.69,508336,507789,10/4/2016,1.472,1.5063,1.4621,1.4996,62548,133163,10/4/2016,1.5528,1.5674,1.5368,1.5544,40646,103552
10/3/2016,17,17.15,16.7,16.775,62136,122174,10/3/2016,168.4375,168.78125,167.8125,168.0625,167992,565996,10/3/2016,121.546875,121.546875,121.3203125,121.34375,450717,2791259,10/3/2016,336.25,347.75,335.25,346,218596,758152,10/3/2016,9.835,10.365,9.835,10.065,959,9656,10/3/2016,33.31,33.35,32.73,33.24,57031,224456,10/3/2016,952.5,975,946.5,973,123343,324636,10/3/2016,399.75,401.75,391.5,395.5,71418,302294,10/3/2016,0.765,0.7669,0.7628,0.766,62483,109887,10/3/2016,1.2964,1.2967,1.2835,1.2875,124312,242899,10/3/2016,0.7626,0.76565,0.76115,0.763,53913,101967,10/3/2016,9903.5,9910,9863.5,9874,83047,152360,10/3/2016,100.25,101.05,98.9,99.975,30359,124522,10/3/2016,51100,51640,51050,51320,34014,156860,10/3/2016,336.7,338.7,333.9,334.9,669,2784,10/3/2016,1.0334,1.035,1.0307,1.0324,20330,39374,10/25/2016,51.44,51.83,50.22,50.79,224995,226106,10/25/2016,468.25,470.75,458,462.5,35335,151821,10/25/2016,1.58968,1.59168,1.55838,1.56662,1469,4040,10/24/2016,84.5,84.5,83.55,83.55,5,8558,10/4/2016,22.62,23.47,22.56,23.26,45814,486112,10/25/2016,48.472,49.55,48.472,49.306,8947,31383,10/25/2016,50.52,50.93,49.28,49.96,60106,101599,10/3/2016,2.905,2.937,2.866,2.923,125592,289685,10/3/2016,48.04,49.02,47.78,48.81,451860,524230,10/3/2016,1.459,1.4755,1.4421,1.4705,45512,135089,10/3/2016,1.5357,1.5612,1.5262,1.5532,46198,106771
9/30/2016,16.83,17.43,16.39,16.715,93640,140453,9/30/2016,169.53125,170.03125,167.9375,168.15625,324856,575712,9/30/2016,121.7109375,121.84375,121.4765625,121.515625,775149,2810820,9/30/2016,329,337.5,325,336.75,243769,756985,9/30/2016,9.775,9.91,9.775,9.885,444,9561,9/30/2016,33.27,33.706,32.964,33.4,54271,178786,9/30/2016,950,958.5,943,954,139350,328452,9/30/2016,398.5,403.75,390,402,88103,303580,9/30/2016,0.7619,0.7659,0.7575,0.7649,99307,107759,9/30/2016,1.2982,1.3042,1.2954,1.2997,120814,246112,9/30/2016,0.761,0.7646,0.7582,0.76285,71569,103805,9/30/2016,9922.5,9957,9850,9890.5,144358,156292,9/30/2016,102.095,102.575,99.88,99.88,26588,103704,9/30/2016,50730,51370,50420,51130,46572,160648,9/30/2016,332.6,340.1,331,336.4,934,2849,9/30/2016,1.0398,1.0408,0.9994,1.035,42494,39196,10/24/2016,51.89,52.01,50.5,51.46,262282,250374,10/24/2016,467.5,468.75,459,464.25,31697,156874,10/24/2016,1.5749,1.5804,1.5582,1.5798,1217,3258,10/21/2016,80.25,82,80.25,82,80,8524,10/3/2016,22.8,23.13,22.52,22.67,45773,488725,10/24/2016,47.5,48.75,47.5,48.02,10630,34255,10/24/2016,50.94,50.97,49.61,50.52,81411,104428,9/30/2016,2.966,2.977,2.892,2.906,165713,288471,9/30/2016,47.76,48.3,47.04,48.24,488905,539955,9/30/2016,1.44928,1.47124,1.42172,1.46796,48062,109038,9/30/2016,1.5156,1.53846,1.4956,1.53622,39833,87831
9/29/2016,16.12,17.518,15.926,16.585,147255,163755,9/29/2016,169.1875,169.90625,168.28125,169.625,239691,572504,9/29/2016,121.6328125,121.7890625,121.5078125,121.7265625,567309,2812953,9/29/2016,329.75,333.5,328,329.25,106191,755019,9/29/2016,9.725,9.815,9.67,9.77,471,9685,9/29/2016,32.886,33.25,32.79,33.24,48802,135656,9/29/2016,947,957.25,946,950.25,90482,335903,9/29/2016,401.75,406.75,397.75,399,46714,302755,9/29/2016,0.7675,0.7696,0.761,0.763,92504,102980,9/29/2016,1.3033,1.3076,1.2971,1.2987,79869,239654,9/29/2016,0.7644,0.7668,0.75885,0.7611,86618,102530,9/29/2016,9961,9964,9848.5,9925.5,151938,156415,9/29/2016,103.74,104.36,102.31,102.635,15335,87004,9/29/2016,51160,51310,50520,51010,63150,158227,9/29/2016,326.2,331.8,323.7,330.1,463,2877,9/29/2016,1.0344,1.042,1.0328,1.0394,25186,38435,10/21/2016,51.4,51.94,51.12,51.78,237278,307574,10/21/2016,461.5,467.5,459.75,464.5,34990,160018,10/21/2016,1.5583,1.5744,1.5583,1.574,1478,3241,10/20/2016,80.25,80.25,80,80.2,10,8499,9/30/2016,23.272,23.47,22.73,22.906,56777,394098,10/21/2016,47.29,47.4,46.55,46.91,7985,34460,10/21/2016,50.65,51.03,50.22,50.85,56018,110455,9/29/2016,3.01,3.032,2.956,2.959,130994,289882,9/29/2016,47.2,48.32,46.6,47.83,688385,547395,9/29/2016,1.45394,1.4672,1.42868,1.45198,49891,89075,9/29/2016,1.4938,1.53288,1.47808,1.51554,40534,69358
